z,population
z056315,5308597.7479
z056316,5541065.0869
z056317,4950456.415
z056318,5185748.8564
z056319,5308597.7479
z056320,5541065.0869
z056321,4336398.1498
z056322,4799092.904
z056323,4744508.4476
z056324,5185065.8792
z056325,4336398.1498
z056326,4799092.904
z056327,4744508.4476
z056328,5185065.8792
z056329,4807630.5962
z056330,5270325.3503
z056331,5215740.894
z056332,5656298.3255
z056333,4807630.5962
z056334,5270325.3503
z056335,5215740.894
z056336,5656298.3255
z056337,4356707.2249
z056338,4818964.2473
z056339,4745713.2118
z056340,5186270.6434
z056341,4356707.2249
z056342,4818964.2473
z056343,4745713.2118
z056344,5186270.6434
z056345,4827939.6713
z056346,5290196.6937
z056347,5216945.6582
z056348,5657503.0897
z056349,4827939.6713
z056350,5290196.6937
z056351,5216945.6582
z056352,5657503.0897
z056353,4336398.1498
z056354,4799092.904
z056355,4744508.4476
z056356,5185065.8792
z056357,4336398.1498
z056358,4799092.904
z056359,4744508.4476
z056360,5185065.8792
z056361,4807630.5962
z056362,5270325.3503
z056363,5215740.894
z056364,5656298.3255
z056365,4807630.5962
z056366,5270325.3503
z056367,5215740.894
z056368,5656298.3255
z056369,4356707.2249
z056370,4818964.2473
z056371,4745713.2118
z056372,5186270.6434
z056373,4356707.2249
z056374,4818964.2473
z056375,4745713.2118
z056376,5186270.6434
z056377,4827939.6713
z056378,5290196.6937
z056379,5216945.6582
z056380,5657503.0897
z056381,4827939.6713
z056382,5290196.6937
z056383,5216945.6582
z056384,5657503.0897
z056385,4336398.1498
z056386,4799092.904
z056387,4744508.4476
z056388,5185065.8792
z056389,4336398.1498
z056390,4799092.904
z056391,4744508.4476
z056392,5185065.8792
z056393,4807630.5962
z056394,5270325.3503
z056395,5215740.894
z056396,5656298.3255
z056397,4807630.5962
z056398,5270325.3503
z056399,5215740.894
z056400,5656298.3255
z056401,4356707.2249
z056402,4818964.2473
z056403,4745713.2118
z056404,5186270.6434
z056405,4356707.2249
z056406,4818964.2473
z056407,4745713.2118
z056408,5186270.6434
z056409,4827939.6713
z056410,5290196.6937
z056411,5216945.6582
z056412,5657503.0897
z056413,4827939.6713
z056414,5290196.6937
z056415,5216945.6582
z056416,5657503.0897
z056417,4336398.1498
z056418,4799092.904
z056419,4744508.4476
z056420,5185065.8792
z056421,4336398.1498
z056422,4799092.904
z056423,4744508.4476
z056424,5185065.8792
z056425,4807630.5962
z056426,5270325.3503
z056427,5215740.894
z056428,5656298.3255
z056429,4807630.5962
z056430,5270325.3503
z056431,5215740.894
z056432,5656298.3255
z056433,4356707.2249
z056434,4818964.2473
z056435,4745713.2118
z056436,5186270.6434
z056437,4356707.2249
z056438,4818964.2473
z056439,4745713.2118
z056440,5186270.6434
z056441,4827939.6713
z056442,5290196.6937
z056443,5216945.6582
z056444,5657503.0897
z056445,4827939.6713
z056446,5290196.6937
z056447,5216945.6582
z056448,5657503.0897
z056449,4670875.2171
z056450,4805908.7719
z056451,5054628.646
z056452,5186837.0984
z056453,4670875.2171
z056454,4805908.7719
z056455,5054628.646
z056456,5186837.0984
z056457,5142107.6635
z056458,5277141.2183
z056459,5525861.0924
z056460,5658069.5448
z056461,5142107.6635
z056462,5277141.2183
z056463,5525861.0924
z056464,5658069.5448
z056465,4686767.2306
z056466,4821800.7853
z056467,5055833.4102
z056468,5188041.8626
z056469,4686767.2306
z056470,4821800.7853
z056471,5055833.4102
z056472,5188041.8626
z056473,5157999.6769
z056474,5293033.2317
z056475,5527065.8566
z056476,5659274.309
z056477,5157999.6769
z056478,5293033.2317
z056479,5527065.8566
z056480,5659274.309
z056481,4670875.2171
z056482,4805908.7719
z056483,5054628.646
z056484,5186837.0984
z056485,4670875.2171
z056486,4805908.7719
z056487,5054628.646
z056488,5186837.0984
z056489,5142107.6635
z056490,5277141.2183
z056491,5525861.0924
z056492,5658069.5448
z056493,5142107.6635
z056494,5277141.2183
z056495,5525861.0924
z056496,5658069.5448
z056497,4686767.2306
z056498,4821800.7853
z056499,5055833.4102
z056500,5188041.8626
z056501,4686767.2306
z056502,4821800.7853
z056503,5055833.4102
z056504,5188041.8626
z056505,5157999.6769
z056506,5293033.2317
z056507,5527065.8566
z056508,5659274.309
z056509,5157999.6769
z056510,5293033.2317
z056511,5527065.8566
z056512,5659274.309
z056513,4670875.2171
z056514,4805908.7719
z056515,5054628.646
z056516,5186837.0984
z056517,4670875.2171
z056518,4805908.7719
z056519,5054628.646
z056520,5186837.0984
z056521,5142107.6635
z056522,5277141.2183
z056523,5525861.0924
z056524,5658069.5448
z056525,5142107.6635
z056526,5277141.2183
z056527,5525861.0924
z056528,5658069.5448
z056529,4686767.2306
z056530,4821800.7853
z056531,5055833.4102
z056532,5188041.8626
z056533,4686767.2306
z056534,4821800.7853
z056535,5055833.4102
z056536,5188041.8626
z056537,5157999.6769
z056538,5293033.2317
z056539,5527065.8566
z056540,5659274.309
z056541,5157999.6769
z056542,5293033.2317
z056543,5527065.8566
z056544,5659274.309
z056545,4670875.2171
z056546,4805908.7719
z056547,5054628.646
z056548,5186837.0984
z056549,4670875.2171
z056550,4805908.7719
z056551,5054628.646
z056552,5186837.0984
z056553,5142107.6635
z056554,5277141.2183
z056555,5525861.0924
z056556,5658069.5448
z056557,5142107.6635
z056558,5277141.2183
z056559,5525861.0924
z056560,5658069.5448
z056561,4686767.2306
z056562,4821800.7853
z056563,5055833.4102
z056564,5188041.8626
z056565,4686767.2306
z056566,4821800.7853
z056567,5055833.4102
z056568,5188041.8626
z056569,5157999.6769
z056570,5293033.2317
z056571,5527065.8566
z056572,5659274.309
z056573,5157999.6769
z056574,5293033.2317
z056575,5527065.8566
z056576,5659274.309
z056577,4336398.1498
z056578,4799092.904
z056579,4744508.4476
z056580,5185065.8792
z056581,4336398.1498
z056582,4799092.904
z056583,4744508.4476
z056584,5185065.8792
z056585,4807630.5962
z056586,5270325.3503
z056587,5215740.894
z056588,5656298.3255
z056589,4807630.5962
z056590,5270325.3503
z056591,5215740.894
z056592,5656298.3255
z056593,4356707.2249
z056594,4818964.2473
z056595,4745713.2118
z056596,5186270.6434
z056597,4356707.2249
z056598,4818964.2473
z056599,4745713.2118
z056600,5186270.6434
z056601,4827939.6713
z056602,5290196.6937
z056603,5216945.6582
z056604,5657503.0897
z056605,4827939.6713
z056606,5290196.6937
z056607,5216945.6582
z056608,5657503.0897
z056609,4336398.1498
z056610,4799092.904
z056611,4744508.4476
z056612,5185065.8792
z056613,4336398.1498
z056614,4799092.904
z056615,4744508.4476
z056616,5185065.8792
z056617,4807630.5962
z056618,5270325.3503
z056619,5215740.894
z056620,5656298.3255
z056621,4807630.5962
z056622,5270325.3503
z056623,5215740.894
z056624,5656298.3255
z056625,4356707.2249
z056626,4818964.2473
z056627,4745713.2118
z056628,5186270.6434
z056629,4356707.2249
z056630,4818964.2473
z056631,4745713.2118
z056632,5186270.6434
z056633,4827939.6713
z056634,5290196.6937
z056635,5216945.6582
z056636,5657503.0897
z056637,4827939.6713
z056638,5290196.6937
z056639,5216945.6582
z056640,5657503.0897
z056641,4336398.1498
z056642,4799092.904
z056643,4744508.4476
z056644,5185065.8792
z056645,4336398.1498
z056646,4799092.904
z056647,4744508.4476
z056648,5185065.8792
z056649,4807630.5962
z056650,5270325.3503
z056651,5215740.894
z056652,5656298.3255
z056653,4807630.5962
z056654,5270325.3503
z056655,5215740.894
z056656,5656298.3255
z056657,4356707.2249
z056658,4818964.2473
z056659,4745713.2118
z056660,5186270.6434
z056661,4356707.2249
z056662,4818964.2473
z056663,4745713.2118
z056664,5186270.6434
z056665,4827939.6713
z056666,5290196.6937
z056667,5216945.6582
z056668,5657503.0897
z056669,4827939.6713
z056670,5290196.6937
z056671,5216945.6582
z056672,5657503.0897
z056673,4336398.1498
z056674,4799092.904
z056675,4744508.4476
z056676,5185065.8792
z056677,4336398.1498
z056678,4799092.904
z056679,4744508.4476
z056680,5185065.8792
z056681,4807630.5962
z056682,5270325.3503
z056683,5215740.894
z056684,5656298.3255
z056685,4807630.5962
z056686,5270325.3503
z056687,5215740.894
z056688,5656298.3255
z056689,4356707.2249
z056690,4818964.2473
z056691,4745713.2118
z056692,5186270.6434
z056693,4356707.2249
z056694,4818964.2473
z056695,4745713.2118
z056696,5186270.6434
z056697,4827939.6713
z056698,5290196.6937
z056699,5216945.6582
z056700,5657503.0897
z056701,4827939.6713
z056702,5290196.6937
z056703,5216945.6582
z056704,5657503.0897
z056705,4670875.2171
z056706,4805908.7719
z056707,5054628.646
z056708,5186837.0984
z056709,4670875.2171
z056710,4805908.7719
z056711,5054628.646
z056712,5186837.0984
z056713,5142107.6635
z056714,5277141.2183
z056715,5525861.0924
z056716,5658069.5448
z056717,5142107.6635
z056718,5277141.2183
z056719,5525861.0924
z056720,5658069.5448
z056721,4686767.2306
z056722,4821800.7853
z056723,5055833.4102
z056724,5188041.8626
z056725,4686767.2306
z056726,4821800.7853
z056727,5055833.4102
z056728,5188041.8626
z056729,5157999.6769
z056730,5293033.2317
z056731,5527065.8566
z056732,5659274.309
z056733,5157999.6769
z056734,5293033.2317
z056735,5527065.8566
z056736,5659274.309
z056737,4670875.2171
z056738,4805908.7719
z056739,5054628.646
z056740,5186837.0984
z056741,4670875.2171
z056742,4805908.7719
z056743,5054628.646
z056744,5186837.0984
z056745,5142107.6635
z056746,5277141.2183
z056747,5525861.0924
z056748,5658069.5448
z056749,5142107.6635
z056750,5277141.2183
z056751,5525861.0924
z056752,5658069.5448
z056753,4686767.2306
z056754,4821800.7853
z056755,5055833.4102
z056756,5188041.8626
z056757,4686767.2306
z056758,4821800.7853
z056759,5055833.4102
z056760,5188041.8626
z056761,5157999.6769
z056762,5293033.2317
z056763,5527065.8566
z056764,5659274.309
z056765,5157999.6769
z056766,5293033.2317
z056767,5527065.8566
z056768,5659274.309
z056769,4670875.2171
z056770,4805908.7719
z056771,5054628.646
z056772,5186837.0984
z056773,4670875.2171
z056774,4805908.7719
z056775,5054628.646
z056776,5186837.0984
z056777,5142107.6635
z056778,5277141.2183
z056779,5525861.0924
z056780,5658069.5448
z056781,5142107.6635
z056782,5277141.2183
z056783,5525861.0924
z056784,5658069.5448
z056785,4686767.2306
z056786,4821800.7853
z056787,5055833.4102
z056788,5188041.8626
z056789,4686767.2306
z056790,4821800.7853
z056791,5055833.4102
z056792,5188041.8626
z056793,5157999.6769
z056794,5293033.2317
z056795,5527065.8566
z056796,5659274.309
z056797,5157999.6769
z056798,5293033.2317
z056799,5527065.8566
z056800,5659274.309
z056801,4670875.2171
z056802,4805908.7719
z056803,5054628.646
z056804,5186837.0984
z056805,4670875.2171
z056806,4805908.7719
z056807,5054628.646
z056808,5186837.0984
z056809,5142107.6635
z056810,5277141.2183
z056811,5525861.0924
z056812,5658069.5448
z056813,5142107.6635
z056814,5277141.2183
z056815,5525861.0924
z056816,5658069.5448
z056817,4686767.2306
z056818,4821800.7853
z056819,5055833.4102
z056820,5188041.8626
z056821,4686767.2306
z056822,4821800.7853
z056823,5055833.4102
z056824,5188041.8626
z056825,5157999.6769
z056826,5293033.2317
z056827,5527065.8566
z056828,5659274.309
z056829,5157999.6769
z056830,5293033.2317
z056831,5527065.8566
z056832,5659274.309
z056833,4415719.891
z056834,4878414.6451
z056835,4812905.3421
z056836,5253462.7736
z056837,4415719.891
z056838,4878414.6451
z056839,4812905.3421
z056840,5253462.7736
z056841,4886952.3373
z056842,5349647.0915
z056843,5284137.7885
z056844,5724695.22
z056845,4886952.3373
z056846,5349647.0915
z056847,5284137.7885
z056848,5724695.22
z056849,4436028.9661
z056850,4898285.9884
z056851,4814110.1063
z056852,5254667.5378
z056853,4436028.9661
z056854,4898285.9884
z056855,4814110.1063
z056856,5254667.5378
z056857,4907261.4124
z056858,5369518.4348
z056859,5285342.5527
z056860,5725899.9842
z056861,4907261.4124
z056862,5369518.4348
z056863,5285342.5527
z056864,5725899.9842
z056865,4415719.891
z056866,4878414.6451
z056867,4812905.3421
z056868,5253462.7736
z056869,4415719.891
z056870,4878414.6451
z056871,4812905.3421
z056872,5253462.7736
z056873,4886952.3373
z056874,5349647.0915
z056875,5284137.7885
z056876,5724695.22
z056877,4886952.3373
z056878,5349647.0915
z056879,5284137.7885
z056880,5724695.22
z056881,4436028.9661
z056882,4898285.9884
z056883,4814110.1063
z056884,5254667.5378
z056885,4436028.9661
z056886,4898285.9884
z056887,4814110.1063
z056888,5254667.5378
z056889,4907261.4124
z056890,5369518.4348
z056891,5285342.5527
z056892,5725899.9842
z056893,4907261.4124
z056894,5369518.4348
z056895,5285342.5527
z056896,5725899.9842
z056897,4415719.891
z056898,4878414.6451
z056899,4812905.3421
z056900,5253462.7736
z056901,4415719.891
z056902,4878414.6451
z056903,4812905.3421
z056904,5253462.7736
z056905,4886952.3373
z056906,5349647.0915
z056907,5284137.7885
z056908,5724695.22
z056909,4886952.3373
z056910,5349647.0915
z056911,5284137.7885
z056912,5724695.22
z056913,4436028.9661
z056914,4898285.9884
z056915,4814110.1063
z056916,5254667.5378
z056917,4436028.9661
z056918,4898285.9884
z056919,4814110.1063
z056920,5254667.5378
z056921,4907261.4124
z056922,5369518.4348
z056923,5285342.5527
z056924,5725899.9842
z056925,4907261.4124
z056926,5369518.4348
z056927,5285342.5527
z056928,5725899.9842
z056929,4415719.891
z056930,4878414.6451
z056931,4812905.3421
z056932,5253462.7736
z056933,4415719.891
z056934,4878414.6451
z056935,4812905.3421
z056936,5253462.7736
z056937,4886952.3373
z056938,5349647.0915
z056939,5284137.7885
z056940,5724695.22
z056941,4886952.3373
z056942,5349647.0915
z056943,5284137.7885
z056944,5724695.22
z056945,4436028.9661
z056946,4898285.9884
z056947,4814110.1063
z056948,5254667.5378
z056949,4436028.9661
z056950,4898285.9884
z056951,4814110.1063
z056952,5254667.5378
z056953,4907261.4124
z056954,5369518.4348
z056955,5285342.5527
z056956,5725899.9842
z056957,4907261.4124
z056958,5369518.4348
z056959,5285342.5527
z056960,5725899.9842
z056961,4750196.9583
z056962,4885230.5131
z056963,5123025.5405
z056964,5255233.9929
z056965,4750196.9583
z056966,4885230.5131
z056967,5123025.5405
z056968,5255233.9929
z056969,5221429.4047
z056970,5356462.9594
z056971,5594257.9868
z056972,5726466.4392
z056973,5221429.4047
z056974,5356462.9594
z056975,5594257.9868
z056976,5726466.4392
z056977,4766088.9717
z056978,4901122.5265
z056979,5124230.3047
z056980,5256438.7571
z056981,4766088.9717
z056982,4901122.5265
z056983,5124230.3047
z056984,5256438.7571
z056985,5237321.4181
z056986,5372354.9729
z056987,5595462.751
z056988,5727671.2034
z056989,5237321.4181
z056990,5372354.9729
z056991,5595462.751
z056992,5727671.2034
z056993,4750196.9583
z056994,4885230.5131
z056995,5123025.5405
z056996,5255233.9929
z056997,4750196.9583
z056998,4885230.5131
z056999,5123025.5405
z057000,5255233.9929
z057001,5221429.4047
z057002,5356462.9594
z057003,5594257.9868
z057004,5726466.4392
z057005,5221429.4047
z057006,5356462.9594
z057007,5594257.9868
z057008,5726466.4392
z057009,4766088.9717
z057010,4901122.5265
z057011,5124230.3047
z057012,5256438.7571
z057013,4766088.9717
z057014,4901122.5265
z057015,5124230.3047
z057016,5256438.7571
z057017,5237321.4181
z057018,5372354.9729
z057019,5595462.751
z057020,5727671.2034
z057021,5237321.4181
z057022,5372354.9729
z057023,5595462.751
z057024,5727671.2034
z057025,4750196.9583
z057026,4885230.5131
z057027,5123025.5405
z057028,5255233.9929
z057029,4750196.9583
z057030,4885230.5131
z057031,5123025.5405
z057032,5255233.9929
z057033,5221429.4047
z057034,5356462.9594
z057035,5594257.9868
z057036,5726466.4392
z057037,5221429.4047
z057038,5356462.9594
z057039,5594257.9868
z057040,5726466.4392
z057041,4766088.9717
z057042,4901122.5265
z057043,5124230.3047
z057044,5256438.7571
z057045,4766088.9717
z057046,4901122.5265
z057047,5124230.3047
z057048,5256438.7571
z057049,5237321.4181
z057050,5372354.9729
z057051,5595462.751
z057052,5727671.2034
z057053,5237321.4181
z057054,5372354.9729
z057055,5595462.751
z057056,5727671.2034
z057057,4750196.9583
z057058,4885230.5131
z057059,5123025.5405
z057060,5255233.9929
z057061,4750196.9583
z057062,4885230.5131
z057063,5123025.5405
z057064,5255233.9929
z057065,5221429.4047
z057066,5356462.9594
z057067,5594257.9868
z057068,5726466.4392
z057069,5221429.4047
z057070,5356462.9594
z057071,5594257.9868
z057072,5726466.4392
z057073,4766088.9717
z057074,4901122.5265
z057075,5124230.3047
z057076,5256438.7571
z057077,4766088.9717
z057078,4901122.5265
z057079,5124230.3047
z057080,5256438.7571
z057081,5237321.4181
z057082,5372354.9729
z057083,5595462.751
z057084,5727671.2034
z057085,5237321.4181
z057086,5372354.9729
z057087,5595462.751
z057088,5727671.2034
z057089,4415719.891
z057090,4878414.6451
z057091,4812905.3421
z057092,5253462.7736
z057093,4415719.891
z057094,4878414.6451
z057095,4812905.3421
z057096,5253462.7736
z057097,4886952.3373
z057098,5349647.0915
z057099,5284137.7885
z057100,5724695.22
z057101,4886952.3373
z057102,5349647.0915
z057103,5284137.7885
z057104,5724695.22
z057105,4436028.9661
z057106,4898285.9884
z057107,4814110.1063
z057108,5254667.5378
z057109,4436028.9661
z057110,4898285.9884
z057111,4814110.1063
z057112,5254667.5378
z057113,4907261.4124
z057114,5369518.4348
z057115,5285342.5527
z057116,5725899.9842
z057117,4907261.4124
z057118,5369518.4348
z057119,5285342.5527
z057120,5725899.9842
z057121,4415719.891
z057122,4878414.6451
z057123,4812905.3421
z057124,5253462.7736
z057125,4415719.891
z057126,4878414.6451
z057127,4812905.3421
z057128,5253462.7736
z057129,4886952.3373
z057130,5349647.0915
z057131,5284137.7885
z057132,5724695.22
z057133,4886952.3373
z057134,5349647.0915
z057135,5284137.7885
z057136,5724695.22
z057137,4436028.9661
z057138,4898285.9884
z057139,4814110.1063
z057140,5254667.5378
z057141,4436028.9661
z057142,4898285.9884
z057143,4814110.1063
z057144,5254667.5378
z057145,4907261.4124
z057146,5369518.4348
z057147,5285342.5527
z057148,5725899.9842
z057149,4907261.4124
z057150,5369518.4348
z057151,5285342.5527
z057152,5725899.9842
z057153,4415719.891
z057154,4878414.6451
z057155,4812905.3421
z057156,5253462.7736
z057157,4415719.891
z057158,4878414.6451
z057159,4812905.3421
z057160,5253462.7736
z057161,4886952.3373
z057162,5349647.0915
z057163,5284137.7885
z057164,5724695.22
z057165,4886952.3373
z057166,5349647.0915
z057167,5284137.7885
z057168,5724695.22
z057169,4436028.9661
z057170,4898285.9884
z057171,4814110.1063
z057172,5254667.5378
z057173,4436028.9661
z057174,4898285.9884
z057175,4814110.1063
z057176,5254667.5378
z057177,4907261.4124
z057178,5369518.4348
z057179,5285342.5527
z057180,5725899.9842
z057181,4907261.4124
z057182,5369518.4348
z057183,5285342.5527
z057184,5725899.9842
z057185,4415719.891
z057186,4878414.6451
z057187,4812905.3421
z057188,5253462.7736
z057189,4415719.891
z057190,4878414.6451
z057191,4812905.3421
z057192,5253462.7736
z057193,4886952.3373
z057194,5349647.0915
z057195,5284137.7885
z057196,5724695.22
z057197,4886952.3373
z057198,5349647.0915
z057199,5284137.7885
z057200,5724695.22
z057201,4436028.9661
z057202,4898285.9884
z057203,4814110.1063
z057204,5254667.5378
z057205,4436028.9661
z057206,4898285.9884
z057207,4814110.1063
z057208,5254667.5378
z057209,4907261.4124
z057210,5369518.4348
z057211,5285342.5527
z057212,5725899.9842
z057213,4907261.4124
z057214,5369518.4348
z057215,5285342.5527
z057216,5725899.9842
z057217,4750196.9583
z057218,4885230.5131
z057219,5123025.5405
z057220,5255233.9929
z057221,4750196.9583
z057222,4885230.5131
z057223,5123025.5405
z057224,5255233.9929
z057225,5221429.4047
z057226,5356462.9594
z057227,5594257.9868
z057228,5726466.4392
z057229,5221429.4047
z057230,5356462.9594
z057231,5594257.9868
z057232,5726466.4392
z057233,4766088.9717
z057234,4901122.5265
z057235,5124230.3047
z057236,5256438.7571
z057237,4766088.9717
z057238,4901122.5265
z057239,5124230.3047
z057240,5256438.7571
z057241,5237321.4181
z057242,5372354.9729
z057243,5595462.751
z057244,5727671.2034
z057245,5237321.4181
z057246,5372354.9729
z057247,5595462.751
z057248,5727671.2034
z057249,4750196.9583
z057250,4885230.5131
z057251,5123025.5405
z057252,5255233.9929
z057253,4750196.9583
z057254,4885230.5131
z057255,5123025.5405
z057256,5255233.9929
z057257,5221429.4047
z057258,5356462.9594
z057259,5594257.9868
z057260,5726466.4392
z057261,5221429.4047
z057262,5356462.9594
z057263,5594257.9868
z057264,5726466.4392
z057265,4766088.9717
z057266,4901122.5265
z057267,5124230.3047
z057268,5256438.7571
z057269,4766088.9717
z057270,4901122.5265
z057271,5124230.3047
z057272,5256438.7571
z057273,5237321.4181
z057274,5372354.9729
z057275,5595462.751
z057276,5727671.2034
z057277,5237321.4181
z057278,5372354.9729
z057279,5595462.751
z057280,5727671.2034
z057281,4750196.9583
z057282,4885230.5131
z057283,5123025.5405
z057284,5255233.9929
z057285,4750196.9583
z057286,4885230.5131
z057287,5123025.5405
z057288,5255233.9929
z057289,5221429.4047
z057290,5356462.9594
z057291,5594257.9868
z057292,5726466.4392
z057293,5221429.4047
z057294,5356462.9594
z057295,5594257.9868
z057296,5726466.4392
z057297,4766088.9717
z057298,4901122.5265
z057299,5124230.3047
z057300,5256438.7571
z057301,4766088.9717
z057302,4901122.5265
z057303,5124230.3047
z057304,5256438.7571
z057305,5237321.4181
z057306,5372354.9729
z057307,5595462.751
z057308,5727671.2034
z057309,5237321.4181
z057310,5372354.9729
z057311,5595462.751
z057312,5727671.2034
z057313,4750196.9583
z057314,4885230.5131
z057315,5123025.5405
z057316,5255233.9929
z057317,4750196.9583
z057318,4885230.5131
z057319,5123025.5405
z057320,5255233.9929
z057321,5221429.4047
z057322,5356462.9594
z057323,5594257.9868
z057324,5726466.4392
z057325,5221429.4047
z057326,5356462.9594
z057327,5594257.9868
z057328,5726466.4392
z057329,4766088.9717
z057330,4901122.5265
z057331,5124230.3047
z057332,5256438.7571
z057333,4766088.9717
z057334,4901122.5265
z057335,5124230.3047
z057336,5256438.7571
z057337,5237321.4181
z057338,5372354.9729
z057339,5595462.751
z057340,5727671.2034
z057341,5237321.4181
z057342,5372354.9729
z057343,5595462.751
z057344,5727671.2034
z057345,3325975.8622
z057346,4022351.5338
z057347,4155640.3249
z057348,4721471.1789
z057349,3325975.8622
z057350,4022351.5338
z057351,4155640.3249
z057352,4721471.1789
z057353,3797208.3086
z057354,4493583.9802
z057355,4626872.7713
z057356,5192703.6253
z057357,3797208.3086
z057358,4493583.9802
z057359,4626872.7713
z057360,5192703.6253
z057361,3458185.3458
z057362,4152948.4367
z057363,4156845.0891
z057364,4722675.9431
z057365,3458185.3458
z057366,4152948.4367
z057367,4156845.0891
z057368,4722675.9431
z057369,3929417.7921
z057370,4624180.8831
z057371,4628077.5355
z057372,5193908.3895
z057373,3929417.7921
z057374,4624180.8831
z057375,4628077.5355
z057376,5193908.3895
z057377,3325975.8622
z057378,4022351.5338
z057379,4155640.3249
z057380,4721471.1789
z057381,3325975.8622
z057382,4022351.5338
z057383,4155640.3249
z057384,4721471.1789
z057385,3797208.3086
z057386,4493583.9802
z057387,4626872.7713
z057388,5192703.6253
z057389,3797208.3086
z057390,4493583.9802
z057391,4626872.7713
z057392,5192703.6253
z057393,3458185.3458
z057394,4152948.4367
z057395,4156845.0891
z057396,4722675.9431
z057397,3458185.3458
z057398,4152948.4367
z057399,4156845.0891
z057400,4722675.9431
z057401,3929417.7921
z057402,4624180.8831
z057403,4628077.5355
z057404,5193908.3895
z057405,3929417.7921
z057406,4624180.8831
z057407,4628077.5355
z057408,5193908.3895
z057409,3325975.8622
z057410,4022351.5338
z057411,4155640.3249
z057412,4721471.1789
z057413,3325975.8622
z057414,4022351.5338
z057415,4155640.3249
z057416,4721471.1789
z057417,3797208.3086
z057418,4493583.9802
z057419,4626872.7713
z057420,5192703.6253
z057421,3797208.3086
z057422,4493583.9802
z057423,4626872.7713
z057424,5192703.6253
z057425,3458185.3458
z057426,4152948.4367
z057427,4156845.0891
z057428,4722675.9431
z057429,3458185.3458
z057430,4152948.4367
z057431,4156845.0891
z057432,4722675.9431
z057433,3929417.7921
z057434,4624180.8831
z057435,4628077.5355
z057436,5193908.3895
z057437,3929417.7921
z057438,4624180.8831
z057439,4628077.5355
z057440,5193908.3895
z057441,3325975.8622
z057442,4022351.5338
z057443,4155640.3249
z057444,4721471.1789
z057445,3325975.8622
z057446,4022351.5338
z057447,4155640.3249
z057448,4721471.1789
z057449,3797208.3086
z057450,4493583.9802
z057451,4626872.7713
z057452,5192703.6253
z057453,3797208.3086
z057454,4493583.9802
z057455,4626872.7713
z057456,5192703.6253
z057457,3458185.3458
z057458,4152948.4367
z057459,4156845.0891
z057460,4722675.9431
z057461,3458185.3458
z057462,4152948.4367
z057463,4156845.0891
z057464,4722675.9431
z057465,3929417.7921
z057466,4624180.8831
z057467,4628077.5355
z057468,5193908.3895
z057469,3929417.7921
z057470,4624180.8831
z057471,4628077.5355
z057472,5193908.3895
z057473,3771322.7349
z057474,4052876.0163
z057475,4466323.5634
z057476,4723242.3981
z057477,3771322.7349
z057478,4052876.0163
z057479,4466323.5634
z057480,4723242.3981
z057481,4242555.1813
z057482,4524108.4627
z057483,4937556.0098
z057484,5194474.8445
z057485,4242555.1813
z057486,4524108.4627
z057487,4937556.0098
z057488,5194474.8445
z057489,3883387.1384
z057490,4164940.4198
z057491,4467528.3276
z057492,4724447.1623
z057493,3883387.1384
z057494,4164940.4198
z057495,4467528.3276
z057496,4724447.1623
z057497,4354619.5848
z057498,4636172.8662
z057499,4938760.774
z057500,5195679.6087
z057501,4354619.5848
z057502,4636172.8662
z057503,4938760.774
z057504,5195679.6087
z057505,3771322.7349
z057506,4052876.0163
z057507,4466323.5634
z057508,4723242.3981
z057509,3771322.7349
z057510,4052876.0163
z057511,4466323.5634
z057512,4723242.3981
z057513,4242555.1813
z057514,4524108.4627
z057515,4937556.0098
z057516,5194474.8445
z057517,4242555.1813
z057518,4524108.4627
z057519,4937556.0098
z057520,5194474.8445
z057521,3883387.1384
z057522,4164940.4198
z057523,4467528.3276
z057524,4724447.1623
z057525,3883387.1384
z057526,4164940.4198
z057527,4467528.3276
z057528,4724447.1623
z057529,4354619.5848
z057530,4636172.8662
z057531,4938760.774
z057532,5195679.6087
z057533,4354619.5848
z057534,4636172.8662
z057535,4938760.774
z057536,5195679.6087
z057537,3771322.7349
z057538,4052876.0163
z057539,4466323.5634
z057540,4723242.3981
z057541,3771322.7349
z057542,4052876.0163
z057543,4466323.5634
z057544,4723242.3981
z057545,4242555.1813
z057546,4524108.4627
z057547,4937556.0098
z057548,5194474.8445
z057549,4242555.1813
z057550,4524108.4627
z057551,4937556.0098
z057552,5194474.8445
z057553,3883387.1384
z057554,4164940.4198
z057555,4467528.3276
z057556,4724447.1623
z057557,3883387.1384
z057558,4164940.4198
z057559,4467528.3276
z057560,4724447.1623
z057561,4354619.5848
z057562,4636172.8662
z057563,4938760.774
z057564,5195679.6087
z057565,4354619.5848
z057566,4636172.8662
z057567,4938760.774
z057568,5195679.6087
z057569,3771322.7349
z057570,4052876.0163
z057571,4466323.5634
z057572,4723242.3981
z057573,3771322.7349
z057574,4052876.0163
z057575,4466323.5634
z057576,4723242.3981
z057577,4242555.1813
z057578,4524108.4627
z057579,4937556.0098
z057580,5194474.8445
z057581,4242555.1813
z057582,4524108.4627
z057583,4937556.0098
z057584,5194474.8445
z057585,3883387.1384
z057586,4164940.4198
z057587,4467528.3276
z057588,4724447.1623
z057589,3883387.1384
z057590,4164940.4198
z057591,4467528.3276
z057592,4724447.1623
z057593,4354619.5848
z057594,4636172.8662
z057595,4938760.774
z057596,5195679.6087
z057597,4354619.5848
